Latitude,Longitude (Decimal Degrees),Total Magnetic Field (nT),Corrected Total Magnetic Field (nT)
40.9532,-110.7662,82.9,123.1
40.9534,-110.7662,78.8,122.8
40.9537,-110.7662,74.2,123.8
40.9539,-110.7662,69.6,126.1
40.9542,-110.7662,64.9,124.7
40.9544,-110.7661,60.9,125.2
40.9548,-110.7661,58.2,124.2
40.955,-110.7661,56.5,120.7
40.9553,-110.7661,55.1,122.3
40.9555,-110.7661,53.7,122.8
40.9558,-110.7661,52.8,123.9
40.9561,-110.7661,52.7,121.7
40.9564,-110.7661,53.9,121.3
40.9566,-110.7661,56.3,120.7
40.9569,-110.7661,59.5,122.4
40.9571,-110.7661,64.0,121.1
40.9575,-110.7661,70.8,123.6
40.9577,-110.7661,78.2,123.6
40.958,-110.7661,82.1,124.4
40.9582,-110.7661,82.0,125.7
40.9585,-110.7661,81.2,125.0
40.9587,-110.7661,82.0,124.9
40.9591,-110.7661,83.8,124.4
40.9593,-110.7661,85.9,126.2
40.9596,-110.766,88.7,127.1
40.9598,-110.766,92.5,127.2
40.9601,-110.766,96.5,128.0
40.9604,-110.766,99.4,128.1
40.9607,-110.766,100.5,126.9
40.9609,-110.766,101.3,125.6
40.9612,-110.766,104.3,127.0
40.9614,-110.766,109.4,130.2
40.9618,-110.766,115.2,129.9
40.962,-110.766,121.2,131.7
40.9623,-110.766,127.9,131.7
40.9625,-110.766,133.8,132.0
40.9628,-110.766,136.2,130.4
40.963,-110.766,133.3,129.2
40.9634,-110.766,127.5,130.8
40.9636,-110.766,122.9,129.8
40.9639,-110.766,121.4,132.5
40.9641,-110.766,121.3,132.9
40.9644,-110.7659,120.3,133.7
40.9647,-110.7659,118.5,133.2
40.965,-110.7659,116.9,131.5
40.9652,-110.7659,115.4,131.4
40.9655,-110.7659,112.6,131.6
40.9657,-110.7659,109.0,132.6
40.9661,-110.7659,106.8,133.1
40.9663,-110.7659,105.1,133.6
40.9666,-110.7659,103.0,134.6
40.9668,-110.7659,101.1,135.0
40.9671,-110.7659,98.7,134.9
40.9673,-110.7659,93.4,134.1
40.9677,-110.7659,87.0,133.5
40.9679,-110.7659,83.8,133.8
40.9682,-110.7659,84.6,135.6
40.9684,-110.7659,86.4,134.8
40.9687,-110.7659,87.9,134.6
40.969,-110.7659,89.7,134.5
40.9693,-110.7659,91.9,134.6
40.9695,-110.7659,93.6,136.3
40.9698,-110.7658,95.0,136.1
40.97,-110.7658,96.9,136.1
40.9704,-110.7658,98.9,135.9
40.9706,-110.7658,100.3,134.6
40.9709,-110.7658,102.2,134.0
40.9711,-110.7658,107.2,136.5
40.9714,-110.7658,114.5,137.5
40.9716,-110.7658,118.6,138.5
40.972,-110.7658,115.0,138.1
40.9722,-110.7658,104.5,137.9
40.9725,-110.7658,90.9,137.1
40.9727,-110.7658,78.2,137.9
40.973,-110.7658,70.5,137.0
40.9733,-110.7658,68.7,138.5
40.9736,-110.7658,71.2,137.6
40.9738,-110.7658,75.6,138.6
40.9741,-110.7658,80.6,137.6
40.9743,-110.7658,84.9,138.9
40.9747,-110.7657,88.7,137.9
40.9749,-110.7657,92.1,138.7
40.9752,-110.7657,95.0,137.6
40.9754,-110.7657,98.2,138.6
40.9757,-110.7657,101.9,140.0
40.9759,-110.7657,105.4,140.9
40.9763,-110.7657,107.7,142.3
40.9765,-110.7657,108.8,141.2
40.9768,-110.7657,110.9,141.7
40.977,-110.7657,116.2,140.8
40.9773,-110.7657,122.2,140.2
40.9776,-110.7657,125.4,140.6
40.9779,-110.7657,125.4,141.0
40.9781,-110.7657,122.4,142.6
40.9784,-110.7657,115.9,140.4
40.9786,-110.7657,108.1,141.8
40.979,-110.7657,102.4,141.9
40.9792,-110.7657,98.9,141.9
40.9795,-110.7657,96.4,141.7
40.9797,-110.7656,94.3,142.3
40.98,-110.7656,92.7,141.6
40.9802,-110.7656,91.6,141.4
40.9806,-110.7656,90.1,143.3
40.9808,-110.7656,87.5,142.6
40.9811,-110.7656,83.5,144.6
40.9813,-110.7656,80.2,144.4
40.9816,-110.7656,79.3,143.9
40.9819,-110.7656,80.1,142.0
40.9822,-110.7656,80.1,141.8
40.9824,-110.7656,78.6,141.4
40.9827,-110.7656,76.8,143.9
40.9829,-110.7656,75.4,144.0
40.9833,-110.7656,75.0,145.0
40.9835,-110.7656,75.8,144.4
40.9838,-110.7656,76.4,143.7
40.984,-110.7656,76.2,142.6
40.9843,-110.7656,76.6,141.6
40.9845,-110.7656,77.8,143.8
40.9849,-110.7655,78.2,144.1
40.9851,-110.7655,77.5,143.9
40.9854,-110.7655,77.1,144.9
40.9856,-110.7655,76.1,143.6
40.9859,-110.7655,72.5,144.3
40.9862,-110.7655,67.1,144.2
40.9865,-110.7655,62.9,144.4
40.9867,-110.7655,60.6,143.2
40.987,-110.7655,58.8,141.9
40.9872,-110.7655,57.5,143.1
40.9876,-110.7655,57.4,143.3
40.9878,-110.7655,58.5,143.7
40.9881,-110.7655,60.0,143.1
40.9883,-110.7655,61.3,142.0
40.9886,-110.7655,62.4,142.3
40.9888,-110.7655,63.5,143.2
40.9892,-110.7655,65.8,143.1
40.9894,-110.7655,70.4,144.3
40.9897,-110.7655,76.1,145.0
40.9899,-110.7654,80.8,144.6
40.9902,-110.7654,84.1,144.5
40.9905,-110.7654,86.7,144.4
40.9908,-110.7654,87.5,145.7
40.0038,-110.5407,132.6,14.4
40.0041,-110.5407,132.0,13.9
40.0045,-110.5408,131.6,13.4
40.0047,-110.5408,131.9,12.0
40.0051,-110.5408,133.1,12.6
40.0054,-110.5409,136.1,11.9
40.0058,-110.5409,139.7,12.5
40.006,-110.5409,142.0,13.4
40.0064,-110.5409,142.8,13.0
40.0067,-110.541,144.9,12.6
40.0071,-110.541,150.0,11.9
40.0073,-110.541,156.6,13.0
40.0077,-110.5411,163.3,12.4
40.008,-110.5411,169.7,13.2
40.0084,-110.5411,175.2,13.3
40.0086,-110.5411,178.2,13.0
40.009,-110.5412,177.2,12.9
40.0093,-110.5412,171.8,11.6
40.0097,-110.5412,162.8,10.6
40.0099,-110.5412,152.6,10.0
40.0103,-110.5413,143.5,10.5
40.0106,-110.5413,137.7,11.1
40.011,-110.5413,136.7,11.0
40.0112,-110.5414,139.6,11.8
40.0116,-110.5414,141.2,14.1
40.0119,-110.5414,138.4,14.3
40.0123,-110.5414,134.5,14.9
40.0125,-110.5415,132.7,14.2
40.0129,-110.5415,130.7,13.6
40.0132,-110.5415,127.2,13.6
40.0136,-110.5416,126.2,13.7
40.0138,-110.5416,130.6,13.7
40.0142,-110.5416,136.4,15.9
40.0145,-110.5416,136.3,14.4
40.0149,-110.5417,128.7,13.2
40.0151,-110.5417,118.9,12.5
40.0155,-110.5417,111.7,12.6
40.0158,-110.5417,109.1,13.6
40.0162,-110.5418,111.0,14.1
40.0164,-110.5418,114.6,13.9
40.0168,-110.5418,117.4,13.9
40.0171,-110.5419,120.3,13.8
40.0175,-110.5419,125.8,13.6
40.0177,-110.5419,132.8,13.7
40.0181,-110.5419,137.9,13.1
40.0184,-110.542,140.3,13.7
40.0188,-110.542,142.2,14.2
40.019,-110.542,145.8,14.5
40.0194,-110.5421,150.8,14.1
40.0197,-110.5421,156.8,14.5
40.0201,-110.5421,163.5,13.0
40.0203,-110.5421,167.5,11.9
40.0207,-110.5422,163.7,12.1
40.021,-110.5422,153.9,13.1
40.0214,-110.5422,145.7,13.1
40.0216,-110.5422,142.1,14.7
40.022,-110.5423,140.1,14.4
40.0223,-110.5423,138.0,13.6
40.0227,-110.5423,136.2,12.8
40.0229,-110.5424,134.9,12.6
40.0233,-110.5424,134.2,12.3
40.0236,-110.5424,135.4,13.9
40.0239,-110.5424,141.4,14.3
40.0242,-110.5425,151.7,14.1
40.0246,-110.5425,152.5,14.1
40.0249,-110.5425,127.4,13.2
40.0262,-110.5426,96.0,12.2
40.0265,-110.5427,86.1,11.7
40.0268,-110.5427,92.4,11.0
40.0272,-110.5427,93.9,10.3
40.0275,-110.5427,92.1,10.2
40.0278,-110.5428,92.5,10.5
40.0281,-110.5428,95.7,9.9
40.0285,-110.5428,101.3,10.1
40.0288,-110.5429,108.6,9.6
40.0291,-110.5429,116.4,9.6
40.0294,-110.5429,123.8,9.8
40.0298,-110.5429,131.4,9.8
40.03,-110.543,140.9,8.7
40.0304,-110.543,153.6,9.0
40.0307,-110.543,169.0,9.2
40.0311,-110.5431,186.4,9.9
40.0313,-110.5431,203.6,11.1
40.0317,-110.5431,217.0,11.7
40.032,-110.5431,221.4,11.6
40.0324,-110.5432,212.0,13.6
40.0326,-110.5432,189.7,13.8
40.033,-110.5432,164.3,12.0
40.0333,-110.5432,146.8,10.1
40.0337,-110.5433,140.9,9.4
40.0339,-110.5433,143.6,9.7
40.0343,-110.5433,148.0,10.2
40.0346,-110.5434,147.8,9.0
40.035,-110.5434,142.4,8.9
40.0352,-110.5434,135.3,7.1
40.0356,-110.5434,129.0,6.1
40.0359,-110.5435,123.8,6.3
40.0363,-110.5435,120.2,4.9
40.0365,-110.5435,118.5,6.4
40.0369,-110.5436,118.0,6.8
40.0372,-110.5436,118.2,6.4
40.0376,-110.5436,119.1,4.4
40.0378,-110.5436,121.5,4.8
40.0382,-110.5437,124.9,2.9
40.0385,-110.5437,127.6,3.8
40.0389,-110.5437,128.1,2.7
40.0391,-110.5437,126.7,3.4
40.0395,-110.5438,124.6,3.2
40.0398,-110.5438,122.0,2.3
40.0402,-110.5438,118.2,2.1
40.0404,-110.5439,112.7,1.8
40.0408,-110.5439,106.6,0.6
40.0411,-110.5439,101.6,-0.5
40.0415,-110.5439,99.3,-0.3
40.0417,-110.544,100.8,0.1
40.0421,-110.544,106.7,0.0
40.0424,-110.544,115.8,-0.5
40.0428,-110.5441,125.6,-0.5
40.043,-110.5441,133.0,-1.1
40.0434,-110.5441,136.3,-1.8
40.0437,-110.5441,136.2,-2.5
40.0441,-110.5442,134.1,-4.3
40.0443,-110.5442,132.2,-4.0
40.0447,-110.5442,134.3,-4.2
40.045,-110.5442,142.8,-2.7
40.0453,-110.5442,157.3,-1.0
40.0456,-110.5442,176.9,0.6
40.046,-110.5443,197.9,1.9
40.0462,-110.5443,210.0,2.9
40.0466,-110.5443,202.4,3.6
40.0469,-110.5443,178.9,3.0
40.0473,-110.5443,153.5,2.1
40.0475,-110.5443,134.1,1.4
40.0479,-110.5443,119.6,0.9
40.0482,-110.5444,108.8,1.4
40.0486,-110.5444,103.0,-0.5
40.0488,-110.5444,104.4,-0.8
40.0492,-110.5444,114.3,-1.3
40.0495,-110.5444,129.0,-1.4
40.0499,-110.5444,139.4,-1.9
40.0501,-110.5444,141.2,-2.2
40.0505,-110.5445,136.7,-1.9
40.0508,-110.5445,129.9,-3.0
40.0511,-110.5445,123.3,-3.3
40.0514,-110.5445,118.4,-4.0
40.0518,-110.5445,115.3,-3.8
40.052,-110.5445,113.2,-5.0
40.0524,-110.5445,112.7,-4.8
40.0527,-110.5446,113.8,-6.0
40.0531,-110.5446,115.5,-6.0
40.0533,-110.5446,117.6,-6.6
40.0537,-110.5446,120.6,-5.8
40.054,-110.5446,124.2,-7.6
40.0544,-110.5446,126.7,-8.1
40.0546,-110.5446,126.7,-6.8
40.055,-110.5447,125.2,-7.8
40.0553,-110.5447,123.4,-7.5
40.0556,-110.5447,122.1,-7.2
40.0559,-110.5447,121.7,-8.3
40.0563,-110.5447,123.1,-8.0
40.0565,-110.5447,126.3,-8.7
40.0569,-110.5448,129.9,-8.4
40.0572,-110.5448,132.8,-9.3
40.0576,-110.5448,134.4,-9.3
40.0578,-110.5448,133.3,-9.7
40.0582,-110.5448,128.7,-10.1
40.0585,-110.5448,121.7,-10.2
40.0589,-110.5448,114.4,-11.0
40.0591,-110.5448,107.7,-11.0
40.0595,-110.5449,102.3,-11.7
40.0598,-110.5449,99.5,-11.7
40.0601,-110.5449,100.4,-11.9
40.0604,-110.5449,105.3,-12.4
40.0608,-110.5449,112.7,-13.0
40.061,-110.5449,121.3,-14.2
40.0614,-110.545,129.9,-13.2
40.0617,-110.545,136.0,-13.3
40.0621,-110.545,134.0,-13.8
40.0623,-110.545,122.4,-13.8
40.0627,-110.545,107.1,-14.7
40.063,-110.545,96.1,-14.9
40.0634,-110.545,93.1,-15.1
40.0636,-110.545,97.4,-15.8
40.064,-110.5451,106.5,-15.1
40.0643,-110.5451,117.6,-14.7
40.0646,-110.5451,129.9,-15.1
40.0649,-110.5451,142.7,-14.9
40.0653,-110.5451,151.5,-14.3
40.0655,-110.5451,149.2,-14.4
40.0659,-110.5452,136.1,-15.1
40.0662,-110.5452,120.9,-15.7
40.0666,-110.5452,109.3,-16.0
40.0668,-110.5452,101.7,-16.1
40.0672,-110.5452,97.6,-17.0
40.0675,-110.5452,97.1,-16.9
40.0679,-110.5452,100.7,-17.1
40.0681,-110.5453,107.1,-16.6
40.0685,-110.5453,112.6,-17.0
40.0688,-110.5453,113.9,-17.1
40.0692,-110.5453,111.8,-17.7
40.0694,-110.5453,109.5,-18.7
40.0698,-110.5453,109.3,-18.4
40.0701,-110.5453,112.2,-19.0
40.0704,-110.5454,118.1,-19.1
40.0707,-110.5454,125.7,-19.8
40.0711,-110.5454,132.9,-18.8
40.0713,-110.5454,138.4,-18.3
40.0717,-110.5454,141.5,-18.8
40.072,-110.5454,142.9,-19.5
40.0724,-110.5454,142.4,-20.2
40.0726,-110.5455,139.5,-20.3
40.073,-110.5455,134.9,-20.4
40.0733,-110.5455,130.4,-21.0
40.0737,-110.5455,126.5,-21.1
40.0739,-110.5455,123.8,-20.8
40.0743,-110.5455,122.9,-20.6
40.0746,-110.5455,123.7,-20.2
40.0749,-110.5456,125.0,-20.2
40.0752,-110.5456,125.4,-21.1
40.0756,-110.5456,125.2,-22.2
40.0758,-110.5456,125.2,-22.5
40.0762,-110.5456,125.1,-22.2
40.0765,-110.5456,123.8,-22.0
40.0769,-110.5456,121.1,-21.1
40.0771,-110.5457,118.6,-20.8
40.0775,-110.5457,117.0,-21.1
40.0778,-110.5457,116.3,-21.9
40.0782,-110.5457,115.7,-22.1
40.0784,-110.5457,114.8,-22.3
40.0788,-110.5457,114.3,-22.6
40.0791,-110.5457,115.8,-21.9
40.0794,-110.5458,120.4,-22.5
40.0797,-110.5458,126.6,-21.3
40.0801,-110.5458,129.7,-21.7
40.0803,-110.5458,126.7,-21.9
40.0807,-110.5458,120.4,-22.1
40.081,-110.5458,115.7,-22.7
40.0814,-110.5458,114.8,-23.2
40.0816,-110.5459,117.0,-22.3
40.082,-110.5459,119.4,-22.5
40.0823,-110.5459,119.3,-22.4
40.0827,-110.5459,116.2,-22.6
40.0829,-110.5459,110.6,-22.5
40.0833,-110.5459,104.5,-23.3
40.0836,-110.5459,100.4,-23.6
40.084,-110.546,97.7,-24.1
40.0842,-110.546,94.9,-24.3
40.0846,-110.546,92.8,-24.6
40.0849,-110.546,93.4,-23.6
40.0852,-110.546,96.2,-23.9
40.0855,-110.546,100.0,-23.8
40.0859,-110.546,104.8,-23.0
40.0861,-110.5461,111.1,-23.4
40.0865,-110.5461,119.8,-24.1
40.0868,-110.5461,130.4,-23.3
40.0872,-110.5461,139.9,-23.3
40.0875,-110.546,144.8,-22.6
40.088,-110.546,145.1,-22.9
40.0883,-110.546,144.0,-22.9
40.0887,-110.546,143.4,-23.2
40.089,-110.546,142.3,-23.6
40.0895,-110.5459,139.4,-24.0
40.0898,-110.5459,136.5,-23.3
40.0902,-110.5459,136.0,-23.4
40.0905,-110.5459,137.1,-23.2
40.091,-110.5459,138.1,-23.5
40.0913,-110.5458,138.2,-23.2
40.0917,-110.5458,138.0,-23.2
40.092,-110.5458,138.1,-22.9
40.0925,-110.5458,137.8,-23.3
40.0928,-110.5457,135.9,-23.2
40.0932,-110.5457,131.3,-23.6
40.0935,-110.5457,124.0,-23.3
40.094,-110.5457,114.9,-23.4
40.0943,-110.5457,106.1,-24.3
40.0947,-110.5456,100.5,-24.9
40.095,-110.5456,100.7,-25.1
40.0955,-110.5456,106.2,-26.0
40.0958,-110.5456,113.9,-25.2
40.0962,-110.5456,119.3,-23.8
40.0965,-110.5455,121.1,-24.0
40.0969,-110.5455,122.7,-23.7
40.0972,-110.5455,128.2,-24.2
40.0977,-110.5455,138.2,-24.0
40.098,-110.5455,149.0,-23.6
40.0984,-110.5454,156.7,-23.1
40.0987,-110.5454,160.2,-22.7
40.0992,-110.5454,161.2,-23.2
40.0995,-110.5454,160.2,-23.7
40.0999,-110.5453,157.1,-24.8
40.1002,-110.5453,152.7,-25.9
40.1007,-110.5453,147.9,-26.5
40.101,-110.5453,141.7,-25.7
40.1014,-110.5453,134.6,-24.8
40.1017,-110.5452,129.1,-23.2
40.1022,-110.5452,125.6,-23.6
40.1025,-110.5452,122.0,-23.4
40.1029,-110.5452,117.7,-24.5
40.1032,-110.5452,112.7,-24.9
40.1037,-110.5451,107.2,-25.3
40.104,-110.5451,102.8,-25.1
40.1044,-110.5451,102.0,-23.9
40.1047,-110.5451,106.1,-24.0
40.1052,-110.5451,112.8,-24.3
40.1055,-110.545,118.7,-24.8
40.1059,-110.545,122.3,-24.8
40.1062,-110.545,123.0,-24.6
40.1067,-110.545,120.7,-24.0
40.107,-110.545,117.1,-23.8
40.1074,-110.5449,115.6,-23.4
40.1077,-110.5449,118.5,-23.7
40.1082,-110.5449,124.0,-23.3
40.1085,-110.5449,125.2,-23.8
40.1089,-110.5448,118.1,-23.4
40.1092,-110.5448,106.5,-23.4
40.1097,-110.5448,97.3,-23.5
40.11,-110.5448,93.1,-23.6
40.1104,-110.5448,92.3,-23.0
40.1107,-110.5447,92.7,-23.7
40.1111,-110.5447,93.7,-24.9
40.1114,-110.5447,95.6,-25.4
40.1119,-110.5447,98.0,-25.3
40.1122,-110.5447,101.7,-24.9
40.1126,-110.5446,108.3,-24.2
40.1129,-110.5446,117.9,-23.7
40.1134,-110.5446,125.3,-23.5
40.1137,-110.5446,124.3,-23.7
40.1141,-110.5445,114.6,-24.2
40.1144,-110.5445,101.3,-24.4
40.1149,-110.5445,89.9,-25.0
40.1152,-110.5445,83.3,-24.4
40.1156,-110.5445,83.4,-24.4
40.1159,-110.5444,89.4,-24.0
40.1164,-110.5444,98.0,-24.0
40.1167,-110.5444,105.5,-24.0
40.1171,-110.5444,109.0,-23.8
40.1174,-110.5444,108.3,-24.0
40.1179,-110.5443,105.2,-23.9
40.1182,-110.5443,102.7,-24.0
40.1186,-110.5443,102.1,-24.2
40.1189,-110.5443,102.2,-24.1
40.1194,-110.5443,102.4,-23.9
40.1197,-110.5442,103.4,-23.9
40.1201,-110.5442,104.7,-23.8
40.1204,-110.5442,105.3,-23.7
40.1209,-110.5442,105.7,-24.0
40.1212,-110.5442,106.3,-24.2
40.1216,-110.5441,107.6,-24.1
40.1219,-110.5441,110.3,-23.2
40.1224,-110.5441,115.2,-22.9
40.1227,-110.5441,121.7,-22.9
40.1231,-110.544,126.2,-22.3
40.1234,-110.544,123.7,-22.2
40.1239,-110.544,112.6,-21.9
40.1242,-110.544,98.7,-22.2
40.1246,-110.544,89.8,-21.7
40.1249,-110.5439,87.7,-20.9
40.1254,-110.5439,88.1,-21.2
40.1257,-110.5439,87.9,-21.6
40.1261,-110.5439,89.9,-21.6
40.1264,-110.5439,97.5,-21.6
40.1268,-110.5438,109.4,-21.5
40.1271,-110.5438,121.1,-20.8
40.1276,-110.5438,129.1,-20.1
40.1279,-110.5438,132.6,-19.7
40.1283,-110.5437,131.7,-20.0
40.1286,-110.5437,125.2,-20.3
40.1291,-110.5437,114.4,-20.9
40.1294,-110.5437,105.0,-20.9
40.1298,-110.5437,102.2,-20.7
40.1301,-110.5436,104.8,-20.3
40.1306,-110.5436,106.1,-20.3
40.1309,-110.5436,100.7,-19.9
40.1313,-110.5436,91.3,-19.2
40.1316,-110.5436,86.2,-19.5
40.1321,-110.5435,89.3,-19.9
40.1324,-110.5435,98.3,-19.3
40.1328,-110.5435,106.4,-18.8
40.1331,-110.5435,107.1,-18.5
40.1336,-110.5435,101.1,-18.4
40.1339,-110.5434,94.8,-18.3
40.1343,-110.5434,94.0,-18.2
40.1346,-110.5434,98.3,-18.1
40.1351,-110.5434,102.7,-17.8
40.1354,-110.5434,104.3,-18.4
40.1358,-110.5433,104.5,-18.1
40.1361,-110.5433,104.7,-18.5
40.1366,-110.5433,103.5,-19.1
40.1369,-110.5433,100.2,-18.9
40.1373,-110.5432,96.6,-19.3
40.1376,-110.5432,94.6,-18.0
40.1381,-110.5432,94.3,-17.3
40.1384,-110.5432,94.8,-16.6
40.1388,-110.5432,96.0,-16.7
40.1391,-110.5431,97.1,-16.3
40.1396,-110.5431,97.3,-16.3
40.1399,-110.5431,97.4,-16.5
40.1403,-110.5431,97.6,-16.2
40.1406,-110.5431,97.1,-15.9
40.141,-110.543,96.5,-14.9
40.1413,-110.543,97.3,-14.3
40.1418,-110.543,99.6,-14.5
40.1421,-110.543,102.6,-14.4
40.1425,-110.5429,104.8,-14.6
40.1428,-110.5429,105.5,-14.4
40.1433,-110.5429,106.3,-14.5
40.1436,-110.5429,108.9,-14.1
40.144,-110.5429,112.2,-13.8
40.1443,-110.5428,114.8,-13.4
40.1448,-110.5428,117.2,-12.8
40.1451,-110.5428,120.8,-12.9
40.1455,-110.5428,123.9,-12.3
40.1458,-110.5428,123.8,-11.5
40.1463,-110.5427,121.8,-11.0
40.1466,-110.5427,121.1,-10.5
40.147,-110.5427,123.1,-10.7
40.1473,-110.5427,126.8,-10.5
40.1478,-110.5427,130.5,-10.5
40.1481,-110.5426,132.4,-10.3
40.1485,-110.5426,131.3,-9.9
40.1488,-110.5426,128.6,-9.1
40.1493,-110.5426,127.1,-9.4
40.1496,-110.5426,128.3,-9.1
40.15,-110.5425,131.6,-8.9
40.1503,-110.5425,134.9,-8.5
40.1508,-110.5425,135.3,-8.3
40.1511,-110.5425,132.5,-8.3
40.1515,-110.5424,128.4,-8.1
40.1518,-110.5424,125.4,-8.1
40.1523,-110.5424,124.2,-7.4
40.1526,-110.5424,124.9,-7.1
40.153,-110.5424,128.1,-7.2
40.1533,-110.5423,133.9,-6.5
40.1538,-110.5423,140.7,-6.6
40.1541,-110.5423,145.5,-6.4
40.1545,-110.5423,147.8,-6.1
40.1548,-110.5423,148.5,-6.2
40.1553,-110.5422,145.9,-6.1
40.1556,-110.5422,138.9,-5.4
40.156,-110.5422,132.9,-4.3
40.1563,-110.5422,131.4,-4.1
40.1567,-110.5421,131.5,-3.5
40.157,-110.5421,130.6,-2.5
40.1575,-110.5421,130.0,-2.8
40.1578,-110.5421,130.6,-2.1
40.1582,-110.5421,132.6,-1.6
40.1585,-110.542,137.9,-1.4
40.159,-110.542,147.3,-1.2
40.1593,-110.542,156.1,-0.3
40.1597,-110.542,159.8,-0.4
40.16,-110.542,159.3,0.1
40.1605,-110.5419,158.3,0.3
40.1608,-110.5419,158.9,1.4
40.1612,-110.5419,159.7,2.2
40.1615,-110.5419,155.2,2.4
40.162,-110.5419,142.3,3.0
40.1623,-110.5418,125.7,2.3
40.1627,-110.5418,111.5,2.5
40.163,-110.5418,101.1,2.2
40.1635,-110.5418,95.8,2.8
40.1638,-110.5418,97.3,2.7
40.1642,-110.5417,103.7,2.9
40.1645,-110.5417,110.6,2.5
40.165,-110.5417,116.4,2.5
40.1653,-110.5417,121.2,2.0
40.1657,-110.5416,124.7,2.2
40.166,-110.5416,126.9,2.2
40.1665,-110.5416,128.1,2.3
40.1668,-110.5416,128.7,2.2
40.1672,-110.5416,128.6,2.6
40.1675,-110.5415,127.1,2.5
40.168,-110.5415,125.0,2.4
40.1683,-110.5415,124.4,2.7
40.1687,-110.5415,126.0,3.0
40.169,-110.5415,130.0,3.5
40.1695,-110.5414,135.3,4.3
40.1698,-110.5414,139.7,3.6
40.1702,-110.5414,141.0,4.1
40.1705,-110.5414,138.7,3.8
40.1709,-110.5413,134.4,4.3
40.1712,-110.5413,131.4,4.5
40.1717,-110.5413,130.9,4.7
40.172,-110.5413,131.4,4.8
40.172,-110.5421,107.5,3.6
40.1724,-110.5421,107.6,3.9
40.1727,-110.5421,107.5,5.4
40.1731,-110.542,107.2,6.0
40.1734,-110.542,107.0,6.0
40.1738,-110.542,106.6,6.3
40.1741,-110.542,106.0,5.9
40.1745,-110.542,105.0,4.9
40.1748,-110.5419,102.9,3.9
40.1752,-110.5419,100.0,4.1
40.1755,-110.5419,97.5,4.6
40.1759,-110.5419,95.9,5.3
40.1761,-110.5419,95.0,6.5
40.1766,-110.5419,94.5,7.2
40.1768,-110.5418,94.8,7.6
40.1773,-110.5418,96.2,7.5
40.1775,-110.5418,99.0,8.0
40.1779,-110.5418,102.2,7.7
40.1782,-110.5418,105.0,9.1
40.1786,-110.5417,106.9,9.4
40.1789,-110.5417,108.1,10.3
40.1793,-110.5417,109.8,9.8
40.1796,-110.5417,112.7,10.0
40.18,-110.5417,114.4,10.3
40.1803,-110.5417,113.7,11.3
40.1807,-110.5416,112.1,11.1
40.181,-110.5416,110.9,11.7
40.1814,-110.5416,108.8,11.9
40.1817,-110.5416,105.6,12.3
40.1821,-110.5416,102.9,12.8
40.1824,-110.5415,101.9,14.0
40.1828,-110.5415,102.2,13.9
40.1831,-110.5415,103.2,14.1
40.1835,-110.5415,104.7,13.9
40.1838,-110.5415,106.3,12.5
40.1842,-110.5415,107.6,13.3
40.1844,-110.5414,108.7,14.5
40.1849,-110.5414,110.9,15.5
40.1851,-110.5414,115.2,16.8
40.1856,-110.5414,119.7,16.9
40.1858,-110.5414,121.7,16.8
40.1862,-110.5413,122.0,16.9
40.1865,-110.5413,124.5,16.8
40.1869,-110.5413,131.9,16.8
40.1872,-110.5413,142.0,17.9
40.1876,-110.5413,146.3,18.5
40.1879,-110.5413,140.5,18.5
40.1883,-110.5412,130.7,18.2
40.1886,-110.5412,123.4,18.8
40.189,-110.5412,118.7,19.5
40.1893,-110.5412,116.1,20.0
40.1897,-110.5412,115.1,20.5
40.19,-110.5412,114.5,20.8
40.1904,-110.5411,114.0,20.5
40.1907,-110.5411,113.8,21.2
40.1911,-110.5411,114.1,20.7
40.1914,-110.5411,114.4,20.8
40.1918,-110.5411,115.1,21.3
40.1921,-110.541,116.2,22.0
40.1925,-110.541,117.1,22.8
40.1927,-110.541,117.0,23.4
40.1932,-110.541,115.9,23.5
40.1934,-110.541,114.4,23.4
40.1939,-110.541,113.0,23.9
40.1941,-110.5409,111.8,24.4
40.1945,-110.5409,111.1,24.5
40.1948,-110.5409,111.1,25.0
40.1952,-110.5409,111.5,25.6
40.1955,-110.5409,111.6,25.7
40.1959,-110.5408,111.0,26.9
40.1962,-110.5408,109.6,27.0
40.1966,-110.5408,107.3,24.4
40.1969,-110.5408,104.3,23.2
40.1973,-110.5408,101.5,25.2
40.1976,-110.5408,99.0,27.0
40.198,-110.5407,96.8,27.4
40.1983,-110.5407,95.2,28.2
40.1987,-110.5407,95.1,28.7
40.199,-110.5407,96.5,29.6
40.1994,-110.5407,98.4,29.6
40.1997,-110.5406,100.2,29.8
40.2001,-110.5406,102.1,29.7
40.2003,-110.5406,104.1,29.8
40.2008,-110.5406,106.2,29.9
40.201,-110.5406,107.9,30.5
40.2015,-110.5406,108.8,30.6
40.2017,-110.5405,109.3,31.3
40.2021,-110.5405,109.8,31.6
40.2024,-110.5405,110.5,31.7
40.2028,-110.5405,111.6,31.5
40.2031,-110.5405,112.3,31.1
40.2035,-110.5404,112.3,31.1
40.2038,-110.5404,111.7,32.4
40.2042,-110.5404,111.0,32.7
40.2045,-110.5404,110.5,33.0
40.2049,-110.5404,109.9,33.3
40.2052,-110.5404,108.8,33.4
40.2056,-110.5403,107.8,33.8
40.2059,-110.5403,107.4,34.0
40.2063,-110.5403,107.1,34.5
40.2066,-110.5403,106.1,34.3
